continent,country,country_name,name,lat,lng,population,capital
AS,CN,China,Changcheng,36.09056,119.45167,63208,Beijing
AS,CN,China,Changba,29.33466,107.47496,15286,Beijing
AS,CN,China,Chaigou,36.24889,119.62417,79043,Beijing
AS,CN,China,Chahe,34.53333,117.88333,30094,Beijing
AS,CN,China,Longxing,30.25079,105.90853,24526,Beijing
AS,CN,China,Caoqiao,34.3405,118.11038,65243,Beijing
AS,CN,China,Caohe,30.2297,115.43346,67370,Beijing
AS,CN,China,Weining,26.85,104.23333,56744,Beijing
AS,CN,China,Cangzhou,38.31124,116.85334,527681,Beijing
AS,CN,China,Caijia,28.90889,106.3404,43922,Beijing
AS,CN,China,Caidian,30.58333,114.03333,71891,Beijing
AS,CN,China,Buhe,30.28757,112.22979,106347,Beijing
AS,CN,China,Bozhou,33.87722,115.77028,1409436,Beijing
AS,CN,China,Botou,38.07366,116.56667,63045,Beijing
AS,CN,China,Boshan,36.48333,117.83333,153596,Beijing
AS,CN,China,Baise,23.89013,106.62684,686078,Beijing
AS,CN,China,Biyang,29.92885,117.94638,36905,Beijing
AS,CN,China,Bishan,29.59491,106.22476,204702,Beijing
AS,CN,China,Binzhou,37.36667,118.01667,682717,Beijing
AS,CN,China,Bikou,32.74583,105.24139,16247,Beijing
AS,CN,China,Bijie,27.30193,105.28627,1137383,Beijing
AS,CN,China,Bianzhuang,34.84861,118.04472,65381,Beijing
AS,CN,China,Biantang,34.42325,117.64541,46260,Beijing
AS,CN,China,Bengbu,32.94083,117.36083,972784,Beijing
AS,CN,China,Beiwangli,38.62083,115.39639,44112,Beijing
AS,CN,China,Beisu,38.15479,114.80689,52752,Beijing
AS,CN,China,Beimeng,36.60444,119.49556,66277,Beijing
AS,CN,China,Beijing,39.9075,116.39723,18960744,Beijing
AS,CN,China,Beihai,21.48349,109.11549,525329,Beijing
AS,CN,China,Beidao,34.56861,105.89333,74767,Beijing
AS,CN,China,Beibei,29.82739,106.43645,247702,Beijing
AS,CN,China,Bayiji,34.26667,117.68333,65830,Beijing
AS,CN,China,Bayan Hot,38.83861,105.66861,94445,Beijing
AS,CN,China,Baiyang,30.8164,108.61098,34962,Beijing
AS,CN,China,Shuanglong,31.19494,109.88054,18646,Beijing
AS,CN,China,Batang,29.83537,106.29271,23851,Beijing
AS,CN,China,Basuo,19.10267,108.66565,444458,Beijing
AS,CN,China,Bashan,27.76823,116.05017,103748,Beijing
AS,CN,China,Baoying,33.22917,119.30917,80292,Beijing
AS,CN,China,Baocheng,18.64028,109.69944,33138,Beijing
AS,CN,China,Shaoyang,27.23818,111.46214,753194,Beijing
AS,CN,China,Langzhong,31.55037,105.99381,60542,Beijing
AS,CN,China,Baoluan,29.76416,107.67834,21417,Beijing
AS,CN,China,Baojia,29.43869,108.31324,39738,Beijing
AS,CN,China,Baoding,38.87288,115.46246,2739887,Beijing
AS,CN,China,Banqiao,29.51302,105.95341,22725,Beijing
AS,CN,China,Balu,34.18868,117.91265,38894,Beijing
AS,CN,China,Baizi,30.09403,105.71297,47879,Beijing
AS,CN,China,Baiyin,36.54696,104.17023,294400,Beijing
AS,CN,China,Baixi,28.6997,104.54917,88251,Beijing
AS,CN,China,Baituo,34.85111,106.00167,15555,Beijing
AS,CN,China,Baitu,30.59722,108.8114,16790,Beijing
AS,CN,China,Baitao,29.55083,107.48688,46160,Beijing
AS,CN,China,Baisha,29.06226,106.1189,115761,Beijing
AS,CN,China,Baisha,21.71667,109.68333,89759,Beijing
AS,CN,China,Baimajing,19.71195,109.21801,59585,Beijing
AS,CN,China,Baima,29.39553,107.53939,25629,Beijing
AS,CN,China,Bailin,28.73599,106.46043,38564,Beijing
AS,CN,China,Baihua,29.09422,104.60852,41574,Beijing
AS,CN,China,Baihecun,22.11321,107.23592,63629,Beijing
AS,CN,China,Shangyu,30.01556,120.87111,770000,Beijing
AS,CN,China,Baichihe,36.11556,119.53333,42913,Beijing
AS,CN,China,Bachuan,29.84863,106.05046,208520,Beijing
AS,CN,China,Babu,24.41667,111.51667,65603,Beijing
AS,CN,China,Qilian,38.18056,100.24028,25603,Beijing
AS,CN,China,Aoxi,27.42589,115.83643,82717,Beijing
AS,CN,China,Qingyang,29.52743,107.20071,16197,Beijing
AS,CN,China,Anyuan,34.88083,105.27639,40828,Beijing
AS,CN,China,Shenliu,29.41369,112.16435,57769,Beijing
AS,CN,China,Anshun,26.25,105.93333,765313,Beijing
AS,CN,China,Anqiu,36.43417,119.1925,364208,Beijing
AS,CN,China,Anqing,30.51365,117.04723,804493,Beijing
AS,CN,China,Anping,30.96384,109.34504,24767,Beijing
AS,CN,China,Mabai,23.01279,104.45081,63569,Beijing
AS,CN,China,Anlu,31.2575,113.67833,71198,Beijing
AS,CN,China,Anlong,25.1,105.51667,86416,Beijing
AS,CN,China,Anliu,23.69824,115.67953,115560,Beijing
AS,CN,China,Anju,29.99066,106.03186,21000,Beijing
AS,CN,China,Anjiang,27.31944,110.10306,55421,Beijing
AS,CN,China,Anhua,33.50528,105.04782,29916,Beijing
AS,CN,China,Anfu,29.35937,105.46742,40268,Beijing
AS,CN,China,Naxi,28.77422,105.36488,50020,Beijing
AS,CN,China,Anbu,23.44895,116.68092,162964,Beijing
AS,CN,China,Ahu,34.37664,118.60308,55298,Beijing
AS,CN,China,Zhonghe,19.74276,109.34492,31646,Beijing
AS,CN,China,Jiangyou,31.76667,104.71667,127225,Beijing
AS,CN,China,Suzhou,31.30408,120.59538,6715559,Beijing
AS,CN,China,Zhoushan,29.98869,122.20488,882932,Beijing
AS,CN,China,Dacheng,19.50927,109.39275,84620,Beijing
AS,CN,China,Wuduan,34.57444,117.09528,41803,Beijing
AS,CN,China,Guanshan,33.79833,117.86639,51086,Beijing
AS,CN,China,Mudu,31.25597,120.51857,61902,Beijing
AS,CN,China,Songling,31.1933,120.71758,77566,Beijing
AS,CN,China,Lüfeng,29.85834,105.97306,33968,Beijing
AS,CN,China,Xinsheng,29.95673,105.75092,15743,Beijing
AS,CN,China,Yongxi,29.73853,105.97941,15213,Beijing
AS,CN,China,Pulü,29.81796,106.15927,22719,Beijing
AS,CN,China,Caijiagang,29.74248,106.47508,35564,Beijing
AS,CN,China,Tieshan,29.68947,105.501,15669,Beijing
AS,CN,China,Hebao,29.56617,105.54338,27597,Beijing
AS,CN,China,Baoxing,29.62173,105.69265,18963,Beijing
AS,CN,China,Damiao,29.6443,106.06956,16277,Beijing
AS,CN,China,Daxing,29.55605,106.16002,40068,Beijing
AS,CN,China,Jinlong,29.5136,106.06062,21665,Beijing
AS,CN,China,Sanjiao,29.48801,105.86765,46458,Beijing
AS,CN,China,Guangpu,29.33567,106.14521,18002,Beijing
AS,CN,China,Chenshi,29.31446,105.99265,39863,Beijing
AS,CN,China,Qingfeng,29.33938,105.82676,19627,Beijing
AS,CN,China,Wutan,29.25696,106.0629,29206,Beijing
AS,CN,China,Wujian,29.18209,105.83436,19861,Beijing
AS,CN,China,Hegeng,29.13696,105.86988,38106,Beijing
AS,CN,China,Xianlong,29.15107,105.78403,36561,Beijing
AS,CN,China,Ji’an,29.15897,105.74703,20978,Beijing
AS,CN,China,Kaitang,26.72028,108.12972,18394,Beijing
AS,CN,China,Bibo,26.53083,107.63139,18121,Beijing
AS,CN,China,Jiuchao,26.09083,108.76528,18314,Beijing
AS,CN,China,Zhaoxing,25.91083,109.17639,16737,Beijing
AS,CN,China,Anfu,34.97278,105.63028,32146,Beijing
AS,CN,China,Baijiawan,34.69583,105.28889,20486,Beijing
AS,CN,China,Baliwan,34.84757,105.37043,31856,Beijing
AS,CN,China,Dashi,34.8975,105.18639,27474,Beijing
AS,CN,China,Dazhuang,34.95889,105.33611,16156,Beijing
AS,CN,China,Guochuan,34.6838,105.81,15276,Beijing
AS,CN,China,Jinshan,34.81139,105.43444,37727,Beijing
AS,CN,China,Jutou,34.82083,105.03389,16390,Beijing
AS,CN,China,Kuanchuan,34.16639,105.54111,27438,Beijing
AS,CN,China,Liuping,34.89139,105.71917,21406,Beijing
AS,CN,China,Qianhu,34.80472,105.57778,18501,Beijing
AS,CN,China,Shiqiao,34.15389,105.12972,29050,Beijing
AS,CN,China,Suhe,34.0625,105.2221,18901,Beijing
AS,CN,China,Wangyao,34.885,105.54167,17925,Beijing
AS,CN,China,Wangyin,34.83389,105.76167,22131,Beijing
AS,CN,China,Wenquan,34.65193,105.05352,18314,Beijing
AS,CN,China,Xingfeng,34.86111,105.8375,23922,Beijing
AS,CN,China,Xinglong,34.03821,105.34422,19803,Beijing
AS,CN,China,Xinxing,34.77597,105.32216,97483,Beijing
AS,CN,China,Yebao,34.93722,105.64667,30091,Beijing
AS,CN,China,Yongping,34.28994,105.27225,18279,Beijing
AS,CN,China,Zhongshan,34.93806,105.8775,27147,Beijing
AS,CN,China,Shima,28.98773,105.92441,69881,Beijing
AS,CN,China,Banan,29.37861,106.54,508703,Beijing
AS,CN,China,Dianbu,36.70167,120.35111,52613,Beijing
AS,CN,China,Yunshan,36.82417,120.22611,52249,Beijing
AS,CN,China,Nantou,22.72171,113.29261,130370,Beijing
AS,CN,China,Tanzhou,22.25503,113.46692,382445,Beijing
AS,CN,China,Shahe,22.55226,113.97912,37722,Beijing
AS,CN,China,Xiasi,32.28998,105.51326,32400,Beijing
AS,CN,China,Conglin,29.03028,106.97028,17053,Beijing
AS,CN,China,Ciyun,29.07541,106.2056,18551,Beijing
AS,CN,China,Xiaba,29.11684,106.51006,17486,Beijing
AS,CN,China,Anlan,29.24722,106.59417,31546,Beijing
AS,CN,China,Shilong,29.28222,106.89806,20431,Beijing
AS,CN,China,Nanpeng,29.33472,106.65222,46786,Beijing
AS,CN,China,Huimin,29.46194,106.70472,23017,Beijing
AS,CN,China,Ersheng,29.46583,106.77083,16461,Beijing
AS,CN,China,Yufengshan,29.71975,106.72342,23917,Beijing
AS,CN,China,Tongjiaxi,29.68497,106.44442,21820,Beijing
AS,CN,China,Dasheng,29.89029,106.89727,21850,Beijing
AS,CN,China,Taiping,29.90361,106.03875,17909,Beijing
AS,CN,China,Tuchang,29.9253,106.4907,17221,Beijing
AS,CN,China,Honghu,30.00043,106.95204,30426,Beijing
AS,CN,China,Lanyang,19.46141,109.6604,23711,Beijing
AS,CN,China,Guangcun,19.64186,109.3545,27803,Beijing
AS,CN,China,Sandu,19.7894,109.215,76757,Beijing
AS,CN,China,Mutang,19.80755,109.34539,40373,Beijing
AS,CN,China,Dongcheng,19.70868,109.4561,49252,Beijing
AS,CN,China,Heqing,19.52831,109.63279,20729,Beijing
AS,CN,China,Wuzhishan,18.78229,109.5013,112269,Beijing
AS,CN,China,Lianghu,29.99152,120.89845,155000,Beijing
AS,CN,China,Zhoucheng,35.91222,116.31167,72070,Beijing
AS,CN,China,Dalianwan,39.02861,121.695,55841,Beijing
AS,CN,China,Xiaochangshan,39.23583,122.72361,16071,Beijing
AS,CN,China,Wuyishan,27.75995,118.03066,137133,Beijing
AS,CN,China,Leifeng,28.2,112.84611,28014,Beijing
AS,CN,China,Yueyang,29.37455,113.09481,991465,Beijing
AS,CN,China,Bojia,26.46722,111.96806,25000,Beijing
AS,CN,China,Santangpu,27.40556,111.98694,58000,Beijing
AS,CN,China,Zhaojia,31.08125,108.41164,39910,Beijing
AS,CN,China,Gulu,31.3301,109.43991,22331,Beijing
AS,CN,China,Zouma,30.5696,108.43752,26017,Beijing
AS,CN,China,Yantai,30.1467,107.3196,29695,Beijing
AS,CN,China,Sanmiao,30.23763,106.12704,35877,Beijing
AS,CN,China,Rongxi,28.52485,108.88038,20448,Beijing
AS,CN,China,Longsheng,29.08139,106.81639,30661,Beijing
AS,CN,China,Lixi,28.53126,108.611,24429,Beijing
AS,CN,China,Hedong,23.9196,115.7801,101825,Beijing
AS,CN,China,Zhenlai,45.84963,123.19791,67760,Beijing
AS,CN,China,Shuangliao,43.51067,123.50069,93666,Beijing
AS,CN,China,Zhaozhou,45.70595,125.26606,114009,Beijing
AS,CN,China,Zhaoyuan,45.51971,125.07633,93505,Beijing
AS,CN,China,Zhaodong,46.05223,125.9552,154406,Beijing
AS,CN,China,Zhangjiakou,40.78341,114.87139,692602,Beijing
AS,CN,China,Zhalantun,48.00945,122.73651,132224,Beijing
AS,CN,China,Yushu,44.82751,126.54063,124736,Beijing
AS,CN,China,Youhao,47.85306,128.83565,78402,Beijing
AS,CN,China,Yingkou,40.66472,122.23176,591159,Beijing
AS,CN,China,Yilan,46.3223,129.56081,71180,Beijing
AS,CN,China,Yichun,47.72143,128.87529,155762,Beijing
AS,CN,China,Yebaishou,41.3975,119.64083,65536,Beijing
AS,CN,China,Yantongshan,43.29194,126.00944,57515,Beijing
AS,CN,China,Yanji,42.88825,129.50241,326957,Beijing
AS,CN,China,Yakeshi,49.28333,120.73333,116284,Beijing
AS,CN,China,Xuanhua,40.61205,115.06463,373422,Beijing
AS,CN,China,Xiuyan,40.29278,123.27444,71614,Beijing
AS,CN,China,Xinqing,48.28701,129.52337,55415,Beijing
AS,CN,China,Xinmin,41.99083,122.82528,74139,Beijing
AS,CN,China,Xinlin,51.66667,124.4,23533,Beijing
AS,CN,China,Xinglongshan,43.95611,125.46611,58432,Beijing
AS,CN,China,Xingcheng,40.61667,120.71667,98968,Beijing
AS,CN,China,Xilin Hot,43.96667,116.03333,120965,Beijing
AS,CN,China,Xifeng,42.73722,124.72222,61087,Beijing
AS,CN,China,Xiaoshi,41.29711,124.12092,68994,Beijing
AS,CN,China,Wuchang,44.92754,127.16039,94786,Beijing
AS,CN,China,Wangqing,43.31077,129.76334,88732,Beijing
AS,CN,China,Hepingjie,42.05972,126.91583,65298,Beijing
AS,CN,China,Wangkui,46.83214,126.47657,99617,Beijing
AS,CN,China,Ulanhot,46.08333,122.08333,165846,Beijing
AS,CN,China,Tuqiang,52.9,122.76667,20056,Beijing
AS,CN,China,Tumen,42.96562,129.84199,78719,Beijing
AS,CN,China,Tongliao,43.6125,122.26528,261110,Beijing
AS,CN,China,Tonghua,41.71972,125.92639,510000,Beijing
AS,CN,China,Tieling,42.29306,123.84139,333907,Beijing
AS,CN,China,Tieli,46.97544,128.04804,107621,Beijing
AS,CN,China,Taonan,45.33319,122.78464,112819,Beijing
AS,CN,China,Tailai,46.39004,123.40849,66623,Beijing
AS,CN,China,Dorbod,46.86135,124.442,55316,Beijing
AS,CN,China,Tahe,52.32148,124.69761,60874,Beijing
AS,CN,China,Sujiatun,41.65917,123.33917,148113,Beijing
AS,CN,China,Suiling,47.23489,127.10769,57124,Beijing
AS,CN,China,Suihua,46.64814,126.96656,252245,Beijing
AS,CN,China,Suifenhe,44.39982,131.14775,98561,Beijing
AS,CN,China,Songjianghe,42.1859,127.47895,67672,Beijing
AS,CN,China,Siping,43.16143,124.37785,555609,Beijing
AS,CN,China,Shunyi,40.12175,116.64783,117623,Beijing
AS,CN,China,Shulan,44.41134,126.94827,77420,Beijing
AS,CN,China,Shuangyashan,46.67686,131.13273,600000,Beijing
AS,CN,China,Shuangyang,43.52259,125.65948,62137,Beijing
AS,CN,China,Shuangcheng,45.3798,126.30711,130710,Beijing
AS,CN,China,Shiguai,40.70583,110.28556,70357,Beijing
AS,CN,China,Shenyang,41.79222,123.43278,7050000,Beijing
AS,CN,China,Shanhecun,45.71131,128.58029,57550,Beijing
AS,CN,China,Shanhaiguan,40.00119,119.75395,140000,Beijing
AS,CN,China,Shangzhi,45.20562,128.00242,131006,Beijing
AS,CN,China,Sanchazi,42.08167,126.60028,66576,Beijing
AS,CN,China,Salaqi,40.54139,110.51083,104090,Beijing
AS,CN,China,Fendou,46.64142,124.86283,226298,Beijing
AS,CN,China,Qitaihe,45.768,130.9953,345033,Beijing
AS,CN,China,Qiqihar,47.33922,123.96154,882364,Beijing
AS,CN,China,Qinggang,46.69833,126.0921,64182,Beijing
AS,CN,China,Songyuan,45.12902,124.82769,113611,Beijing
AS,CN,China,Pingzhuang,42.03722,119.28889,67273,Beijing
AS,CN,China,Panshi,42.93719,126.05743,80200,Beijing
AS,CN,China,Panshan,41.18806,122.04944,625040,Beijing
AS,CN,China,Nianzishan,47.51344,122.88788,62131,Beijing
AS,CN,China,Nenjiang,49.17405,125.21967,87236,Beijing
AS,CN,China,Nehe,48.4793,124.87016,108253,Beijing
AS,CN,China,Nantai,40.9241,122.80437,56478,Beijing
AS,CN,China,Nanpiao,41.09822,120.74792,157044,Beijing
AS,CN,China,Lianhe,47.13333,129.27426,121367,Beijing
AS,CN,China,Mujiayingzi,42.11667,118.78333,60627,Beijing
AS,CN,China,Mudanjiang,44.54804,129.62594,665915,Beijing
AS,CN,China,Mishan,45.55,131.88333,87257,Beijing
AS,CN,China,Antu,43.10247,128.90848,58872,Beijing
AS,CN,China,Mingshui,47.17944,125.90284,59369,Beijing
AS,CN,China,Meihekou,42.52869,125.67876,99419,Beijing
AS,CN,China,Manzhouli,49.6,117.43333,54808,Beijing
AS,CN,China,Longjing,42.77131,129.42307,117185,Beijing
AS,CN,China,Longjiang,47.33601,123.196,106384,Beijing
AS,CN,China,Longfeng,46.53168,125.1038,152074,Beijing
AS,CN,China,Liuhe,42.28473,125.74544,66975,Beijing
AS,CN,China,Lishu,43.30727,124.33371,61584,Beijing
AS,CN,China,Linkou,45.2762,130.27332,77754,Beijing
AS,CN,China,Linjiang,41.80694,126.90778,69149,Beijing
AS,CN,China,Lingyuan,41.24,119.40111,91418,Beijing
AS,CN,China,Lingdong,46.55428,131.14493,83636,Beijing
AS,CN,China,Liaozhong,41.50611,122.72417,54691,Beijing
AS,CN,China,Longshan,42.88545,125.1367,465249,Beijing
AS,CN,China,Liaoyang,41.27194,123.17306,687890,Beijing
AS,CN,China,Lanxi,46.25773,126.28065,72528,Beijing
AS,CN,China,Langxiang,46.94985,128.86849,57318,Beijing
AS,CN,China,Langtoucun,40.04068,124.33525,59046,Beijing
AS,CN,China,E’erguna,50.22362,120.17092,42435,Beijing
AS,CN,China,Kuandian,40.72861,124.78472,70867,Beijing
AS,CN,China,Kaiyuan,42.53306,124.04028,112462,Beijing
AS,CN,China,Kaitong,44.80913,123.08108,62537,Beijing
AS,CN,China,Jixi,45.29322,130.96217,403759,Beijing
AS,CN,China,Jiutai,44.1525,125.83278,175115,Beijing
AS,CN,China,Jiupu,41.06667,122.95,123843,Beijing
AS,CN,China,Jishu,44.31667,126.8,103988,Beijing
AS,CN,China,Jinzhou,41.10778,121.14167,604269,Beijing
AS,CN,China,Lianshan,40.76432,120.85327,313247,Beijing
AS,CN,China,Jining,41.0275,113.10583,258757,Beijing
AS,CN,China,Jilin,43.84652,126.5608,1895865,Beijing
AS,CN,China,Jidong,45.256,131.11637,58520,Beijing
AS,CN,China,Jiaohe,43.72133,127.33473,123018,Beijing
AS,CN,China,Jiamusi,46.79711,130.31118,549549,Beijing
AS,CN,China,Jalai Nur,49.45,117.7,107828,Beijing
AS,CN,China,Jiagedaqi,50.41667,124.11667,135760,Beijing
AS,CN,China,Hushitai,41.94175,123.50266,61979,Beijing
AS,CN,China,Hunchun,42.86736,130.35689,77028,Beijing
AS,CN,China,Huludao,40.75243,120.83552,944495,Beijing
AS,CN,China,Hulan Ergi,47.20417,123.63333,265344,Beijing
AS,CN,China,Hulan,45.89326,126.57836,109104,Beijing
AS,CN,China,Huinan,42.6225,126.26139,66315,Beijing
AS,CN,China,Huanren,41.26472,125.36667,66147,Beijing
AS,CN,China,Huangnihe,43.55833,128.02389,54959,Beijing
AS,CN,China,Huanan,46.23624,130.54642,66087,Beijing
AS,CN,China,Huadian,42.97213,126.74107,139047,Beijing
AS,CN,China,Honggang,46.3974,124.88447,147977,Beijing
AS,CN,China,Hohhot,40.81056,111.65222,2350000,Beijing
AS,CN,China,Hengshan,45.20837,130.89808,164844,Beijing
AS,CN,China,Helong,42.53974,128.99722,85756,Beijing
AS,CN,China,Heishan,41.68917,122.11278,68603,Beijing
AS,CN,China,Heihe,50.24413,127.49016,223832,Beijing
AS,CN,China,Hegang,47.34727,130.29033,743307,Beijing
AS,CN,China,Harbin,45.75,126.65,5242897,Beijing
AS,CN,China,Hailun,47.44663,126.92475,109881,Beijing
AS,CN,China,Hailin,44.57149,129.38539,144443,Beijing
AS,CN,China,Hailar,49.2,119.7,211066,Beijing
AS,CN,China,Haicheng,40.85158,122.74754,191651,Beijing
AS,CN,China,Gongzhuling,43.50075,124.81979,140909,Beijing
AS,CN,China,Gongchangling,41.11667,123.45,70761,Beijing
AS,CN,China,Genhe,50.78333,121.51667,73631,Beijing
AS,CN,China,Gannan,47.92038,123.50046,59239,Beijing
AS,CN,China,Fuyuan,48.36346,134.29843,30000,Beijing
AS,CN,China,Fuyu,47.79494,124.45773,75147,Beijing
AS,CN,China,Fuyu,45.18333,124.81667,138704,Beijing
AS,CN,China,Fuxin,42.01556,121.65889,689050,Beijing
AS,CN,China,Fushun,41.88669,123.94363,1400646,Beijing
AS,CN,China,Jixian,46.72594,131.13308,59160,Beijing
AS,CN,China,Fujin,47.24723,132.02957,89442,Beijing
AS,CN,China,Beichengqu,40.43944,113.15361,72444,Beijing
AS,CN,China,Luobei,47.57602,130.81311,42109,Beijing
AS,CN,China,Fengcheng,40.45361,124.07167,120514,Beijing
AS,CN,China,Erenhot,43.6475,111.97667,16427,Beijing
AS,CN,China,Erdaojiang,41.77639,126.03194,60831,Beijing
AS,CN,China,Dunhua,43.36954,128.22861,148844,Beijing
AS,CN,China,Dongning,44.08436,131.11841,61440,Beijing
AS,CN,China,Dongling,41.81444,123.57583,171454,Beijing
AS,CN,China,Dongfeng,42.67387,125.52885,67820,Beijing
AS,CN,China,Didao,45.34725,130.83693,109561,Beijing
AS,CN,China,Dehui,44.53674,125.69427,108818,Beijing
AS,CN,China,Datong,40.09361,113.29139,1850000,Beijing
AS,CN,China,Dashitou,43.30667,128.51139,65683,Beijing
AS,CN,China,Dashiqiao,40.63732,122.50251,80223,Beijing
AS,CN,China,Daqing,46.58333,125.0,1604027,Beijing
AS,CN,China,Dandong,40.12917,124.39472,631973,Beijing
AS,CN,China,Linghai,41.16528,121.36667,56176,Beijing
AS,CN,China,Dalain Hob,41.96528,101.06389,16927,Beijing
AS,CN,China,Dalai,45.5,124.3,93297,Beijing
AS,CN,China,Chifeng,42.26833,118.96361,346654,Beijing
AS,CN,China,Chengzihe,45.33611,131.00489,98188,Beijing
AS,CN,China,Chengde,40.9519,117.95883,449325,Beijing
AS,CN,China,Chaoyang,42.66223,126.0263,75347,Beijing
AS,CN,China,Chaoyang,41.57028,120.45861,410005,Beijing
AS,CN,China,Changtu,42.77884,124.09545,71284,Beijing
AS,CN,China,Changping,40.21612,116.23471,93174,Beijing
AS,CN,China,Changling,44.27295,123.97559,55841,Beijing
AS,CN,China,Changchun,43.88,125.32278,4714996,Beijing
AS,CN,China,Chaihe,44.7598,129.67826,67963,Beijing
AS,CN,China,Boli,45.7529,130.58452,95260,Beijing
AS,CN,China,Bin Xian,45.74274,127.46053,62017,Beijing
AS,CN,China,Benxi,41.28861,123.765,987717,Beijing
AS,CN,China,Beipiao,41.79194,120.77917,154999,Beijing
AS,CN,China,Bei’an,48.26667,126.6,436444,Beijing
AS,CN,China,Bayan,46.07622,127.39369,55186,Beijing
AS,CN,China,Baotou,40.6516,109.84389,2150000,Beijing
AS,CN,China,Baoshan,46.57472,131.39318,123791,Beijing
AS,CN,China,Baoqing,46.32452,132.1897,62991,Beijing
AS,CN,China,Muling,44.91647,130.51707,66170,Beijing
AS,CN,China,Baishishan,43.58333,127.56667,56992,Beijing
AS,CN,China,Baiquan,47.60659,126.08231,70472,Beijing
AS,CN,China,Baicheng,45.61751,122.83302,316970,Beijing
AS,CN,China,Baishan,41.93853,126.41965,183880,Beijing
AS,CN,China,Anshan,41.12361,122.99,1450000,Beijing
AS,CN,China,Anda,46.44867,125.30161,181271,Beijing
AS,CN,China,Oroqen Zizhiqi,50.56667,123.71667,61582,Beijing
AS,CN,China,Acheng,45.54558,126.95191,144665,Beijing
AS,CN,China,Songlingcun,40.29394,118.27143,52277,Beijing
AS,CN,China,Shigang,31.13611,109.36432,22126,Beijing
AS,CN,China,Doilungdêqên,29.65505,90.99177,137451,Beijing
AS,CN,China,E’zhou,30.39607,114.88655,668727,Beijing
AS,CN,China,Jinniu,25.80062,100.57435,96883,Beijing
AS,CN,China,Shuifu,28.63215,104.40783,102143,Beijing
AS,CN,China,Shilin,24.81878,103.33237,55000,Beijing
AS,CN,China,Bowangshan,28.30766,105.0522,43135,Beijing
AS,CN,China,Shuanglong,28.45208,104.34491,44055,Beijing
AS,CN,China,Panzhihua,26.58509,101.71276,787177,Beijing
AS,CN,China,Xilinji,52.99063,123.23522,39310,Beijing
AS,CN,China,Maozhou,22.76361,113.81288,74910,Beijing
AS,CN,China,Gongheyong,22.75923,113.79452,204881,Beijing
AS,CN,China,Tantou,22.75121,113.83496,320304,Beijing
AS,CN,China,Sanjianzai,22.72911,113.77576,21000,Beijing
AS,CN,China,Houhai,22.51226,113.92546,15300,Beijing
AS,CN,China,Taifu,28.98198,105.63702,58663,Beijing
AS,CN,China,Zhongshan,22.52306,113.37912,3841873,Beijing
AS,CN,China,Gangxia,22.54033,114.06136,28600,Beijing
AS,CN,China,Tongchuan,34.8988,108.95056,417740,Beijing
AS,CN,China,Changshu,31.64615,120.74221,1677050,Beijing
AS,CN,China,Shixing,24.94824,114.06572,72996,Beijing
AS,CN,China,Jiashan,30.84918,120.92583,137112,Beijing
AS,CN,China,Fenghuang,27.93557,109.59961,370000,Beijing
AS,CN,China,Baiguan,33.96617,104.91444,18129,Beijing
AS,CN,China,Zhongba,34.03511,105.03286,16160,Beijing
AS,CN,China,Dengbu,28.2084,116.81717,63814,Beijing
AS,CN,China,Baihe,33.86974,104.85221,18077,Beijing
AS,CN,China,Puchi,33.53466,104.81418,16272,Beijing
AS,CN,China,Maying,33.59645,104.84617,16121,Beijing
AS,CN,China,Hanwang,33.34313,105.01046,27674,Beijing
AS,CN,China,Majie,33.45945,104.95775,28369,Beijing
AS,CN,China,Dianga,34.06363,103.21358,15993,Beijing
AS,CN,China,Dongjiang,33.37923,104.95066,16816,Beijing
AS,CN,China,Chengjiao,33.3852,104.91963,20469,Beijing
AS,CN,China,Wuying,35.01485,105.8988,34509,Beijing
AS,CN,China,Lianhua,35.0616,105.79108,34447,Beijing
AS,CN,China,Weidian,35.10243,105.5656,26896,Beijing
AS,CN,China,Shibao,34.10786,105.31585,22621,Beijing
AS,CN,China,Luotang,33.06775,105.26485,25871,Beijing
AS,CN,China,Yulong,33.51003,105.1812,15397,Beijing
AS,CN,China,Paosha,33.72353,105.67572,21907,Beijing
AS,CN,China,Xigaoshan,33.73475,105.38817,16550,Beijing
AS,CN,China,Luoyu,33.84103,105.23117,29955,Beijing
AS,CN,China,Shili,33.95182,105.29247,38961,Beijing
AS,CN,China,Jiangxi,33.99934,105.19994,27098,Beijing
AS,CN,China,Luhe,34.00918,105.34021,23852,Beijing
AS,CN,China,Xiyu,34.05163,105.3036,24452,Beijing
AS,CN,China,Shaoyu,34.06408,105.3651,18327,Beijing
AS,CN,China,Hadapu Zhen,34.23132,104.22301,28292,Beijing
AS,CN,China,Lichuan Zhen,34.24845,104.31947,19701,Beijing
AS,CN,China,Tange,34.62764,104.84062,37074,Beijing
AS,CN,China,Mali,34.66463,104.69781,42260,Beijing
AS,CN,China,Shandan,34.75106,104.83134,24235,Beijing
AS,CN,China,Gaolou,34.76084,104.67668,18170,Beijing
AS,CN,China,Yuanyang,34.78768,104.77531,26352,Beijing
AS,CN,China,Hualin,34.82559,104.75198,16103,Beijing
AS,CN,China,Hezhou,24.40357,111.56675,1005490,Beijing
AS,CN,China,Zhu Cheng City,35.99502,119.40259,1000000,Beijing
AS,CN,China,Changzheng,31.23913,121.36779,229925,Beijing
